id,RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2023-03-31,2023-05-31,2024-02-29,createdAt,updatedAt
224,394380,227,"Bend, OR",msa,OR,2023-02-28,-0.2,-0.1,1.6,2023-04-04,2023-04-04
225,394872,228,"Monroe, LA",msa,LA,2023-02-28,-0.6,-1.4,-3.6,2023-04-04,2023-04-04
226,395011,229,"Racine, WI",msa,WI,2023-02-28,0.7,0.6,0.4,2023-04-04,2023-04-04
227,395009,230,"Punta Gorda, FL",msa,FL,2023-02-28,-0.5,-0.9,1.7,2023-04-04,2023-04-04
228,395047,231,"Saginaw, MI",msa,MI,2023-02-28,0.7,0.7,2.5,2023-04-04,2023-04-04
229,395202,232,"Warner Robins, GA",msa,GA,2023-02-28,0.6,0.8,1.7,2023-04-04,2023-04-04
230,395151,233,"Terre Haute, IN",msa,IN,2023-02-28,0.6,0.8,1.5,2023-04-04,2023-04-04
231,395119,234,"St. George, UT",msa,UT,2023-02-28,0.1,0.1,1,2023-04-04,2023-04-04
232,394386,235,"Billings, MT",msa,MT,2023-02-28,0.6,0.8,1.3,2023-04-04,2023-04-04
233,394860,236,"Midland, TX",msa,TX,2023-02-28,0,-0.8,-3.6,2023-04-04,2023-04-04
234,394539,237,"Dover, DE",msa,DE,2023-02-28,0.1,0.1,0.8,2023-04-04,2023-04-04
235,394651,238,"Greenville, NC",msa,NC,2023-02-28,0.5,0.6,2.1,2023-04-04,2023-04-04
236,394406,239,"Bowling Green, KY",msa,KY,2023-02-28,0.3,0.4,1.2,2023-04-04,2023-04-04
237,394559,240,"El Centro, CA",msa,CA,2023-02-28,0.7,0.3,-0.7,2023-04-04,2023-04-04
238,394729,241,"Joplin, MO",msa,MO,2023-02-28,0.9,1.4,3.8,2023-04-04,2023-04-04
239,395162,242,"Torrington, CT",msa,CT,2023-02-28,0.4,0.7,0.5,2023-04-04,2023-04-04
240,394712,243,"Jackson, TN",msa,TN,2023-02-28,1.9,2.5,4,2023-04-04,2023-04-04
241,395018,244,"Redding, CA",msa,CA,2023-02-28,-0.3,-0.7,-1.3,2023-04-04,2023-04-04
242,394748,245,"Kingston, NY",msa,NY,2023-02-28,0,0.8,2.9,2023-04-04,2023-04-04
243,395246,246,"Yuba City, CA",msa,CA,2023-02-28,-0.4,-0.9,-1.2,2023-04-04,2023-04-04
244,394707,247,"Iowa City, IA",msa,IA,2023-02-28,1,1.3,-0.2,2023-04-04,2023-04-04
245,394896,248,"Muskegon, MI",msa,MI,2023-02-28,0.6,0.8,2.8,2023-04-04,2023-04-04
246,394299,249,"Abilene, TX",msa,TX,2023-02-28,0.5,0,-0.6,2023-04-04,2023-04-04
247,394944,250,"Oshkosh, WI",msa,WI,2023-02-28,0.4,0.2,-0.1,2023-04-04,2023-04-04
248,394428,251,"Burlington, NC",msa,NC,2023-02-28,0.4,0.6,2.4,2023-04-04,2023-04-04
249,394960,252,"Panama City, FL",msa,FL,2023-02-28,0.4,0.4,3.1,2023-04-04,2023-04-04
250,753869,253,"Bloomington, IL",msa,IL,2023-02-28,0.7,0.9,-0.7,2023-04-04,2023-04-04
251,394480,254,"Coeur d'Alene, ID",msa,ID,2023-02-28,0.3,0.5,3.9,2023-04-04,2023-04-04
252,394553,255,"East Stroudsburg, PA",msa,PA,2023-02-28,0.1,0.1,4.2,2023-04-04,2023-04-04
253,394555,256,"Eau Claire, WI",msa,WI,2023-02-28,0.5,0.5,0.7,2023-04-04,2023-04-04
254,395007,257,"Pueblo, CO",msa,CO,2023-02-28,-0.1,-0.3,1.5,2023-04-04,2023-04-04
255,394671,258,"Hattiesburg, MS",msa,MS,2023-02-28,0.6,0.2,-1.9,2023-04-04,2023-04-04
256,394393,259,"Bloomington, IN",msa,IN,2023-02-28,0.3,0.5,1.5,2023-04-04,2023-04-04
257,395210,260,"Waterloo, IA",msa,IA,2023-02-28,0.8,0.9,-0.3,2023-04-04,2023-04-04
258,394731,261,"Kahului, HI",msa,HI,2023-02-28,-0.1,-0.2,1.2,2023-04-04,2023-04-04
259,394930,262,"Odessa, TX",msa,TX,2023-02-28,0.4,-0.9,-2.8,2023-04-04,2023-04-04
260,394392,263,"Blacksburg, VA",msa,VA,2023-02-28,0.4,0.5,1.8,2023-04-04,2023-04-04
261,394351,264,"Auburn, AL",msa,AL,2023-02-28,0.8,1.1,1.1,2023-04-04,2023-04-04
262,395170,265,"Tupelo, MS",msa,MS,2023-02-28,0.7,0.1,-1.4,2023-04-04,2023-04-04
263,395215,266,"Wausau, WI",msa,WI,2023-02-28,0.8,0.4,-1,2023-04-04,2023-04-04
264,394720,267,"Janesville, WI",msa,WI,2023-02-28,0.8,0.9,1.2,2023-04-04,2023-04-04
265,395079,268,"Sebastian, FL",msa,FL,2023-02-28,-0.1,-0.2,1.9,2023-04-04,2023-04-04
266,395125,269,"State College, PA",msa,PA,2023-02-28,0.5,0.3,-1,2023-04-04,2023-04-04
267,394814,270,"Madera, CA",msa,CA,2023-02-28,-0.2,-0.4,0.4,2023-04-04,2023-04-04
268,394710,271,"Jackson, MI",msa,MI,2023-02-28,0.4,0.1,0.1,2023-04-04,2023-04-04
269,394453,272,"Chambersburg, PA",msa,PA,2023-02-28,0.7,0.8,0.8,2023-04-04,2023-04-04
270,394639,273,"Grand Junction, CO",msa,CO,2023-02-28,0.3,0.3,1,2023-04-04,2023-04-04
271,394703,274,"Idaho Falls, ID",msa,ID,2023-02-28,-0.3,-0.5,2.8,2023-04-04,2023-04-04
272,394563,275,"Elizabethtown, KY",msa,KY,2023-02-28,0.3,0.1,0.1,2023-04-04,2023-04-04
273,394917,276,"Niles, MI",msa,MI,2023-02-28,0.4,0.3,0.6,2023-04-04,2023-04-04
274,394685,277,"Homosassa Springs, FL",msa,FL,2023-02-28,-0.1,-0.2,2.9,2023-04-04,2023-04-04
275,394523,278,"Decatur, AL",msa,AL,2023-02-28,,2,3.6,2023-04-04,2023-04-04
276,394662,279,"Hanford, CA",msa,CA,2023-02-28,0.1,0.2,0.6,2023-04-04,2023-04-04
277,394493,280,"Concord, NH",msa,NH,2023-02-28,0.2,0.4,1.7,2023-04-04,2023-04-04
278,395223,281,"Wichita Falls, TX",msa,TX,2023-02-28,0.7,0.8,2.4,2023-04-04,2023-04-04
279,395066,282,"Santa Fe, NM",msa,NM,2023-02-28,0.1,0.4,1.5,2023-04-04,2023-04-04
280,394359,283,"Bangor, ME",msa,ME,2023-02-28,0.8,1.2,3.2,2023-04-04,2023-04-04
281,395163,284,"Traverse City, MI",msa,MI,2023-02-28,0.9,1.3,3.6,2023-04-04,2023-04-04
282,394314,285,"Alexandria, LA",msa,LA,2023-02-28,0.7,-0.4,-5,2023-04-04,2023-04-04
283,394873,286,"Monroe, MI",msa,MI,2023-02-28,0.4,0,-1.6,2023-04-04,2023-04-04
284,394537,287,"Dothan, AL",msa,AL,2023-02-28,1.2,1.4,1,2023-04-04,2023-04-04
285,394723,288,"Jefferson City, MO",msa,MO,2023-02-28,0.3,0.1,0.2,2023-04-04,2023-04-04
286,395152,289,"Texarkana, TX",msa,TX,2023-02-28,1.1,0.6,0.4,2023-04-04,2023-04-04
287,394598,290,"Florence, AL",msa,AL,2023-02-28,1.3,1.8,2.6,2023-04-04,2023-04-04
288,395182,291,"Valdosta, GA",msa,GA,2023-02-28,0.9,1,1.7,2023-04-04,2023-04-04
289,394802,292,"London, KY",msa,KY,2023-02-28,0.6,-0.2,-0.3,2023-04-04,2023-04-04
290,395193,293,"Vineland, NJ",msa,NJ,2023-02-28,1.7,2.1,2.9,2023-04-04,2023-04-04
291,395036,294,"Rocky Mount, NC",msa,NC,2023-02-28,0.6,1.1,3.7,2023-04-04,2023-04-04
292,394306,296,"Albany, GA",msa,GA,2023-02-28,0.6,0.9,2.2,2023-04-04,2023-04-04
293,395102,297,"Sioux City, IA",msa,IA,2023-02-28,0.6,0.6,0.6,2023-04-04,2023-04-04
294,395013,298,"Rapid City, SD",msa,SD,2023-02-28,0.3,0.2,1.4,2023-04-04,2023-04-04
295,394800,299,"Logan, UT",msa,UT,2023-02-28,0.1,0,2.2,2023-04-04,2023-04-04
296,394880,300,"Morristown, TN",msa,TN,2023-02-28,1.6,2.1,4.5,2023-04-04,2023-04-04
297,394515,301,"Dalton, GA",msa,GA,2023-02-28,1.1,1.3,2.6,2023-04-04,2023-04-04
298,394595,302,"Flagstaff, AZ",msa,AZ,2023-02-28,0.7,1.4,3.2,2023-04-04,2023-04-04
299,395232,303,"Winchester, VA",msa,VA,2023-02-28,0.1,-0.1,-0.4,2023-04-04,2023-04-04
300,394783,304,"Lebanon, PA",msa,PA,2023-02-28,0.3,-0.1,-0.4,2023-04-04,2023-04-04
301,395000,305,"Pottsville, PA",msa,PA,2023-02-28,1,1.1,3.2,2023-04-04,2023-04-04
302,394879,306,"Morgantown, WV",msa,WV,2023-02-28,0.2,0.3,-2.2,2023-04-04,2023-04-04
303,395139,307,"Sumter, SC",msa,SC,2023-02-28,1.1,0.8,0.3,2023-04-04,2023-04-04
304,395153,308,"The Villages, FL",msa,FL,2023-02-28,-0.4,-1.2,-1,2023-04-04,2023-04-04
305,395094,309,"Sherman, TX",msa,TX,2023-02-28,0.9,0.8,2.4,2023-04-04,2023-04-04
306,395221,310,"Wheeling, WV",msa,OH,2023-02-28,0.2,-0.5,-2.4,2023-04-04,2023-04-04
307,394756,311,"La Crosse, WI",msa,WI,2023-02-28,0.4,0.2,-0.3,2023-04-04,2023-04-04
308,394661,312,"Hammond, LA",msa,LA,2023-02-28,1,0.3,-2.3,2023-04-04,2023-04-04
309,394900,313,"Napa, CA",msa,CA,2023-02-28,-0.2,-0.3,-1.9,2023-04-04,2023-04-04
310,394668,314,"Harrisonburg, VA",msa,VA,2023-02-28,0.9,1,0.7,2023-04-04,2023-04-04
311,394728,315,"Jonesboro, AR",msa,AR,2023-02-28,1,0.8,0.5,2023-04-04,2023-04-04
312,394442,316,"Carbondale, IL",msa,IL,2023-02-28,0.7,-0.5,-3.2,2023-04-04,2023-04-04
313,394577,317,"Eureka, CA",msa,CA,2023-02-28,0.6,0.2,-1.8,2023-04-04,2023-04-04
314,395117,318,"Springfield, OH",msa,OH,2023-02-28,0.3,0.1,0.9,2023-04-04,2023-04-04
315,394368,319,"Battle Creek, MI",msa,MI,2023-02-28,1.2,1.8,3.4,2023-04-04,2023-04-04
316,394307,320,"Albany, OR",msa,OR,2023-02-28,0,0,0.7,2023-04-04,2023-04-04
317,394890,321,"Mount Vernon, WA",msa,WA,2023-02-28,-0.1,-0.3,0.5,2023-04-04,2023-04-04
318,394821,322,"Manhattan, KS",msa,KS,2023-02-28,0.8,0.8,0.1,2023-04-04,2023-04-04
319,394810,323,"Lumberton, NC",msa,NC,2023-02-28,0.8,1.7,4.9,2023-04-04,2023-04-04
320,394390,324,"Bismarck, ND",msa,ND,2023-02-28,0,-0.7,-3.4,2023-04-04,2023-04-04
321,394727,325,"Johnstown, PA",msa,PA,2023-02-28,1.9,0.7,-0.9,2023-04-04,2023-04-04
322,395098,326,"Sierra Vista, AZ",msa,AZ,2023-02-28,0.7,1.1,2.8,2023-04-04,2023-04-04
323,394780,327,"Lawton, OK",msa,OK,2023-02-28,0.1,-0.4,-1.2,2023-04-04,2023-04-04
324,394719,328,"Jamestown, NY",msa,NY,2023-02-28,0.3,0.8,2.7,2023-04-04,2023-04-04
325,394474,329,"Cleveland, TN",msa,TN,2023-02-28,1.1,1.6,3.9,2023-04-04,2023-04-04
326,394983,330,"Pittsfield, MA",msa,MA,2023-02-28,0.5,0.9,1.8,2023-04-04,2023-04-04
327,394325,331,"Ames, IA",msa,IA,2023-02-28,0,-0.4,-1.7,2023-04-04,2023-04-04
328,395128,332,"Staunton, VA",msa,VA,2023-02-28,0.8,1.1,0.6,2023-04-04,2023-04-04
329,394633,333,"Glens Falls, NY",msa,NY,2023-02-28,0.5,0.7,0.6,2023-04-04,2023-04-04
330,394635,334,"Goldsboro, NC",msa,NC,2023-02-28,1.9,2,0.3,2023-04-04,2023-04-04
331,394588,335,"Farmington, NM",msa,NM,2023-02-28,-0.3,-1,-3.2,2023-04-04,2023-04-04
332,394905,336,"New Bern, NC",msa,NC,2023-02-28,0.8,1.4,2.8,2023-04-04,2023-04-04
333,394353,337,"Augusta, ME",msa,ME,2023-02-28,0.4,0.7,3.4,2023-04-04,2023-04-04
334,395054,338,"San Angelo, TX",msa,TX,2023-02-28,1.2,1.3,1.7,2023-04-04,2023-04-04
335,395120,339,"St. Joseph, MO",msa,MO,2023-02-28,1,1.4,1.8,2023-04-04,2023-04-04
336,394778,340,"Lawrence, KS",msa,KS,2023-02-28,0.3,0.1,-0.9,2023-04-04,2023-04-04
337,394867,341,"Missoula, MT",msa,MT,2023-02-28,0.2,0,1.6,2023-04-04,2023-04-04
338,395218,342,"Wenatchee, WA",msa,WA,2023-02-28,0,-0.1,1.3,2023-04-04,2023-04-04
339,394321,343,"Altoona, PA",msa,PA,2023-02-28,1.3,0.2,-3.8,2023-04-04,2023-04-04
340,394824,344,"Mansfield, OH",msa,OH,2023-02-28,0.5,0.4,1.3,2023-04-04,2023-04-04
341,394949,345,"Owensboro, KY",msa,KY,2023-02-28,0.4,0.1,0.4,2023-04-04,2023-04-04
342,394423,346,"Brunswick, GA",msa,GA,2023-02-28,0.6,1.2,2.7,2023-04-04,2023-04-04
343,753890,347,"Holland, MI",msa,MI,2023-02-28,0.4,0.2,0.7,2023-04-04,2023-04-04
344,394407,348,"Bozeman, MT",msa,MT,2023-02-28,0.3,0.3,2.4,2023-04-04,2023-04-04
345,395237,349,"Wooster, OH",msa,OH,2023-02-28,1.6,2.6,6.5,2023-04-04,2023-04-04
346,394495,350,"Cookeville, TN",msa,TN,2023-02-28,1.8,2.5,5.8,2023-04-04,2023-04-04
347,395089,351,"Sheboygan, WI",msa,WI,2023-02-28,0.7,0.4,-0.3,2023-04-04,2023-04-04
348,395217,352,"Weirton, WV",msa,OH,2023-02-28,0.2,-0.3,0.2,2023-04-04,2023-04-04
349,394374,353,"Beckley, WV",msa,WV,2023-02-28,-0.7,-2.1,-2.9,2023-04-04,2023-04-04
350,753872,354,"California, MD",msa,MD,2023-02-28,0.5,0.1,-1.4,2023-04-04,2023-04-04
351,394333,355,"Anniston, AL",msa,AL,2023-02-28,,1.4,1.7,2023-04-04,2023-04-04
352,394893,356,"Muncie, IN",msa,IN,2023-02-28,0.7,1.1,2.5,2023-04-04,2023-04-04
353,395225,357,"Williamsport, PA",msa,PA,2023-02-28,0.5,0.4,-1.7,2023-04-04,2023-04-04
354,395173,358,"Twin Falls, ID",msa,ID,2023-02-28,-0.3,-0.2,2.9,2023-04-04,2023-04-04
355,395095,359,"Show Low, AZ",msa,AZ,2023-02-28,0.1,0.2,3.9,2023-04-04,2023-04-04
356,394804,360,"Longview, WA",msa,WA,2023-02-28,0.2,0,0.8,2023-04-04,2023-04-04
357,395039,361,"Roseburg, OR",msa,OR,2023-02-28,-0.1,-0.1,0.9,2023-04-04,2023-04-04
358,394857,362,"Michigan City, IN",msa,IN,2023-02-28,0.6,0.8,1.8,2023-04-04,2023-04-04
359,394734,363,"Kankakee, IL",msa,IL,2023-02-28,0.4,-0.3,-1.5,2023-04-04,2023-04-04
360,394788,364,"Lewiston, ME",msa,ME,2023-02-28,0.9,1.4,3.1,2023-04-04,2023-04-04
361,395023,365,"Richmond, KY",msa,KY,2023-02-28,0.8,0.3,-0.6,2023-04-04,2023-04-04
362,395213,366,"Watertown, NY",msa,NY,2023-02-28,0,-0.3,-1.5,2023-04-04,2023-04-04
363,394932,367,"Ogdensburg, NY",msa,NY,2023-02-28,-0.4,-1.1,-0.9,2023-04-04,2023-04-04
364,395080,368,"Sebring, FL",msa,FL,2023-02-28,0,-0.1,3,2023-04-04,2023-04-04
365,395168,369,"Tullahoma, TN",msa,TN,2023-02-28,1.5,2.5,6.4,2023-04-04,2023-04-04
366,394733,370,"Kalispell, MT",msa,MT,2023-02-28,0.1,0.4,4.8,2023-04-04,2023-04-04
367,394396,371,"Bluefield, WV",msa,VA,2023-02-28,0,-0.3,0,2023-04-04,2023-04-04
368,395222,372,"Whitewater, WI",msa,WI,2023-02-28,0.6,0.5,1.3,2023-04-04,2023-04-04
369,753912,373,"Pinehurst, NC",msa,NC,2023-02-28,0.3,0.7,3,2023-04-04,2023-04-04
370,394762,374,"LaGrange, GA",msa,GA,2023-02-28,0,-0.4,1.2,2023-04-04,2023-04-04
371,394524,375,"Decatur, IL",msa,IL,2023-02-28,1.5,0.8,-1,2023-04-04,2023-04-04
372,394599,376,"Fond du Lac, WI",msa,WI,2023-02-28,0.7,0.7,0.9,2023-04-04,2023-04-04
373,394630,377,"Gettysburg, PA",msa,PA,2023-02-28,0.4,0.1,-0.9,2023-04-04,2023-04-04
374,394823,378,"Mankato, MN",msa,MN,2023-02-28,0,-0.4,-1.8,2023-04-04,2023-04-04
375,394369,379,"Bay City, MI",msa,MI,2023-02-28,0.8,0.6,1,2023-04-04,2023-04-04
376,394620,380,"Gadsden, AL",msa,AL,2023-02-28,,1.7,3,2023-04-04,2023-04-04
377,394794,381,"Lima, OH",msa,OH,2023-02-28,0.3,0.1,0.4,2023-04-04,2023-04-04
378,753915,382,"Salem, OH",msa,OH,2023-02-28,0.1,-0.3,-0.4,2023-04-04,2023-04-04
379,394709,383,"Ithaca, NY",msa,NY,2023-02-28,0.1,-0.5,-1.9,2023-04-04,2023-04-04
380,394462,384,"Cheyenne, WY",msa,WY,2023-02-28,0.2,-0.2,-2,2023-04-04,2023-04-04
381,394637,385,"Grand Forks, ND",msa,MN,2023-02-28,0.3,-0.6,-3.8,2023-04-04,2023-04-04
382,394689,386,"Hot Springs, AR",msa,AR,2023-02-28,0.5,0.9,3.4,2023-04-04,2023-04-04
383,394518,387,"Danville, VA",msa,VA,2023-02-28,0.5,0.5,1.1,2023-04-04,2023-04-04
384,395166,388,"Truckee, CA",msa,CA,2023-02-28,-0.4,-1,-2.3,2023-04-04,2023-04-04
385,395190,389,"Victoria, TX",msa,TX,2023-02-28,0.5,0.3,-0.3,2023-04-04,2023-04-04
386,394882,390,"Moses Lake, WA",msa,WA,2023-02-28,-0.1,0.1,3.5,2023-04-04,2023-04-04
387,395086,391,"Sevierville, TN",msa,TN,2023-02-28,0.6,0.9,7.1,2023-04-04,2023-04-04
388,395090,392,"Shelby, NC",msa,NC,2023-02-28,3.1,3.7,7.9,2023-04-04,2023-04-04
389,395038,393,"Rome, GA",msa,GA,2023-02-28,1.1,1.3,4.2,2023-04-04,2023-04-04
390,394852,394,"Meridian, MS",msa,MS,2023-02-28,1.1,0.4,-1.3,2023-04-04,2023-04-04
391,394302,395,"Adrian, MI",msa,MI,2023-02-28,0.3,-0.2,-0.5,2023-04-04,2023-04-04
392,394542,396,"Dubuque, IA",msa,IA,2023-02-28,0.2,-0.1,-0.9,2023-04-04,2023-04-04
393,394441,397,"Cape Girardeau, MO",msa,MO,2023-02-28,0.9,1.6,2.3,2023-04-04,2023-04-04
394,394311,398,"Albertville, AL",msa,AL,2023-02-28,1.3,2,3.9,2023-04-04,2023-04-04
395,394513,399,"Cumberland, MD",msa,MD,2023-02-28,0.9,1,0.9,2023-04-04,2023-04-04
396,394340,400,"Ashtabula, OH",msa,OH,2023-02-28,0.1,-0.1,1,2023-04-04,2023-04-04
397,394988,401,"Pocatello, ID",msa,ID,2023-02-28,0.2,0.5,3.5,2023-04-04,2023-04-04
398,394953,402,"Paducah, KY",msa,KY,2023-02-28,1.5,1.1,0.4,2023-04-04,2023-04-04
399,394580,403,"Fairbanks, AK",msa,AK,2023-02-28,0.7,0.6,-2.7,2023-04-04,2023-04-04
400,394410,404,"Brainerd, MN",msa,MN,2023-02-28,0,0.1,1.4,2023-04-04,2023-04-04
401,394501,405,"Corning, NY",msa,NY,2023-02-28,-0.4,-0.8,-0.7,2023-04-04,2023-04-04
402,394505,406,"Corvallis, OR",msa,OR,2023-02-28,0,-0.2,-0.6,2023-04-04,2023-04-04
403,394469,407,"Clarksburg, WV",msa,WV,2023-02-28,0.4,0.2,-2,2023-04-04,2023-04-04
404,394911,408,"New Philadelphia, OH",msa,OH,2023-02-28,-0.1,-0.6,-1,2023-04-04,2023-04-04
405,394928,409,"Ocean City, NJ",msa,NJ,2023-02-28,0.5,1.1,3.5,2023-04-04,2023-04-04
406,395140,410,"Sunbury, PA",msa,PA,2023-02-28,3.1,2.8,1.3,2023-04-04,2023-04-04
407,753887,411,"Hermiston, OR",msa,OR,2023-02-28,0.1,0.3,2.4,2023-04-04,2023-04-04
408,394964,412,"Parkersburg, WV",msa,WV,2023-02-28,0.3,-0.2,-1,2023-04-04,2023-04-04
409,394641,413,"Grants Pass, OR",msa,OR,2023-02-28,-0.3,-0.9,-1.5,2023-04-04,2023-04-04
410,394373,414,"Beaver Dam, WI",msa,WI,2023-02-28,0.6,0.2,-0.3,2023-04-04,2023-04-04
411,394809,415,"Lufkin, TX",msa,TX,2023-02-28,0.8,0.4,0.5,2023-04-04,2023-04-04
412,394980,416,"Pine Bluff, AR",msa,AR,2023-02-28,3.5,3.7,3.8,2023-04-04,2023-04-04
413,395175,417,"Ukiah, CA",msa,CA,2023-02-28,0.4,-0.2,-3.4,2023-04-04,2023-04-04
414,395248,418,"Zanesville, OH",msa,OH,2023-02-28,0.3,0.2,0.8,2023-04-04,2023-04-04
415,394925,419,"Oak Harbor, WA",msa,WA,2023-02-28,-0.3,-0.9,-0.7,2023-04-04,2023-04-04
416,395042,420,"Russellville, AR",msa,AR,2023-02-28,1.1,0.7,-0.7,2023-04-04,2023-04-04
417,394942,421,"Orangeburg, SC",msa,SC,2023-02-28,1.7,1.6,1.4,2023-04-04,2023-04-04
418,394907,422,"New Castle, PA",msa,PA,2023-02-28,0.3,0,0.3,2023-04-04,2023-04-04
419,395212,423,"Watertown, WI",msa,WI,2023-02-28,0.6,0.4,-0.2,2023-04-04,2023-04-04
420,394511,424,"Cullman, AL",msa,AL,2023-02-28,2,2.4,3.5,2023-04-04,2023-04-04
421,394489,425,"Columbus, IN",msa,IN,2023-02-28,0.3,0.3,0.5,2023-04-04,2023-04-04
422,394776,426,"Laurel, MS",msa,MS,2023-02-28,0.9,0,-1.8,2023-04-04,2023-04-04
423,394345,427,"Athens, TX",msa,TX,2023-02-28,0.8,0.8,3.1,2023-04-04,2023-04-04
424,394847,428,"Meadville, PA",msa,PA,2023-02-28,1.1,1.1,0.6,2023-04-04,2023-04-04
425,394704,429,"Indiana, PA",msa,PA,2023-02-28,0.1,-0.9,-3.7,2023-04-04,2023-04-04
426,394859,430,"Midland, MI",msa,MI,2023-02-28,0.9,1,1.8,2023-04-04,2023-04-04
427,394682,431,"Hinesville, GA",msa,GA,2023-02-28,0.5,0.6,2.3,2023-04-04,2023-04-04
428,394395,432,"Bloomsburg, PA",msa,PA,2023-02-28,1.1,0.9,-0.9,2023-04-04,2023-04-04
429,394755,433,"Kokomo, IN",msa,IN,2023-02-28,0.2,-0.2,-0.6,2023-04-04,2023-04-04
430,394568,434,"Elmira, NY",msa,NY,2023-02-28,0.2,-0.4,-1.1,2023-04-04,2023-04-04
431,394675,435,"Helena, MT",msa,MT,2023-02-28,0.4,0.5,2.2,2023-04-04,2023-04-04
432,394452,436,"Centralia, WA",msa,WA,2023-02-28,-0.1,-0.1,3,2023-04-04,2023-04-04
433,395231,437,"Wilson, NC",msa,NC,2023-02-28,0.4,0.6,3.2,2023-04-04,2023-04-04
434,395133,438,"Stillwater, OK",msa,OK,2023-02-28,0,-0.5,-1.7,2023-04-04,2023-04-04
435,394941,439,"Opelousas, LA",msa,LA,2023-02-28,2.1,1.4,-2.4,2023-04-04,2023-04-04
436,394644,440,"Great Falls, MT",msa,MT,2023-02-28,0.8,1,1.3,2023-04-04,2023-04-04
437,395126,441,"Statesboro, GA",msa,GA,2023-02-28,0.3,0.2,1.4,2023-04-04,2023-04-04
438,394445,442,"Casper, WY",msa,WY,2023-02-28,0.6,0.4,-0.7,2023-04-04,2023-04-04
439,395085,443,"Seneca, SC",msa,SC,2023-02-28,0.6,1.2,4,2023-04-04,2023-04-04
440,395145,444,"Talladega, AL",msa,AL,2023-02-28,1.2,1.1,1.8,2023-04-04,2023-04-04
441,394986,445,"Plattsburgh, NY",msa,NY,2023-02-28,-0.4,-0.9,-1.4,2023-04-04,2023-04-04
442,395205,446,"Warsaw, IN",msa,IN,2023-02-28,0.4,0.7,1.2,2023-04-04,2023-04-04
443,394822,447,"Manitowoc, WI",msa,WI,2023-02-28,1,1.2,2.2,2023-04-04,2023-04-04
444,395077,448,"Searcy, AR",msa,AR,2023-02-28,1.6,2.1,1.6,2023-04-04,2023-04-04
445,394541,449,"DuBois, PA",msa,PA,2023-02-28,2.1,1.3,-0.4,2023-04-04,2023-04-04
446,753881,450,"Glenwood Springs, CO",msa,CO,2023-02-28,0.1,0.5,3.1,2023-04-04,2023-04-04
447,394994,451,"Port Angeles, WA",msa,WA,2023-02-28,0,-0.1,1.2,2023-04-04,2023-04-04
